x1 x2 x3 x4 label
48 19 71 14 1
98 30 3 74 1
22 47 54 87 1
48 73 33 90 1
8 29 92 97 0
49 54 44 18 1
78 2 10 89 1
70 28 53 92 1
16 85 86 61 0
82 0 72 66 1
59 9 35 77 1
58 92 44 21 1
0 83 72 34 0
58 88 51 74 1
12 5 41 72 0
66 88 26 82 1
37 42 79 17 0
15 0 96 86 0
35 14 32 32 1
77 58 21 22 1
10 21 83 1 0
41 99 80 72 1
3 85 15 24 1
29 87 64 0 1
55 63 33 7 1
27 86 90 85 0
52 53 51 89 1
91 9 57 54 1
48 29 90 9 0
48 29 43 10 1
38 58 22 16 1
84 44 27 10 1
39 45 44 41 1
93 5 2 48 1
18 95 48 55 1
61 8 86 38 1
19 87 5 62 1
28 33 65 58 0
67 49 84 78 1
6 43 60 27 0
18 93 49 1 1
75 93 54 45 1
11 28 27 55 1
22 26 35 86 1
88 88 77 71 1
77 14 27 71 1
85 71 24 47 1
85 89 37 48 1
73 58 52 7 1
1 43 3 31 1
20 85 16 76 1
59 21 70 9 1
38 74 48 30 1
24 41 50 72 1
39 65 75 60 1
91 37 33 32 1
77 4 99 49 1
29 1 62 53 0
10 70 90 41 0
30 76 5 23 1
96 63 32 69 1
98 24 25 7 1
81 88 78 17 1
52 5 43 33 1
44 37 20 1 1
12 37 80 46 0
98 64 35 50 1
14 89 44 46 1
5 61 28 76 1
48 71 83 41 1
85 40 25 64 1
86 43 38 25 1
56 44 92 1 1
66 54 10 54 1
43 13 92 1 0
37 50 98 40 0
98 26 89 89 1
57 62 6 15 1
58 46 94 7 1
77 87 27 74 1
58 36 25 78 1
97 41 55 31 1
83 10 55 25 1
38 72 38 8 1
92 52 67 72 1
92 42 62 14 1
17 17 10 68 1
93 32 56 99 1
77 29 62 83 1
11 37 99 3 0
66 17 65 54 1
1 51 11 29 1
2 24 55 28 0
29 44 68 61 0
30 24 39 93 1
20 86 23 11 1
52 93 12 33 1
3 71 58 43 0
12 24 90 15 0
22 99 97 80 0
64 68 6 50 1
30 83 16 81 1
29 76 74 17 1
54 98 40 88 1
27 34 58 14 1
8 52 44 18 1
91 90 87 71 1
74 66 21 76 1
11 22 60 39 0
77 33 88 55 1
87 87 92 14 1
93 61 43 39 1
65 92 48 62 1
94 15 95 28 1
8 83 15 82 1
59 64 64 55 1
49 61 65 74 1
94 10 35 2 1
1 73 42 67 1
36 13 35 15 1
50 73 82 66 1
45 41 4 78 1
15 84 89 42 0
82 86 20 46 1
60 50 66 71 1
48 18 77 65 1
51 96 67 48 1
29 67 69 27 1
10 52 6 12 1
65 67 63 8 1
11 81 34 3 1
33 19 3 93 1
26 91 69 22 1
84 77 90 31 1
38 5 49 9 1
93 56 61 8 1
96 50 16 21 1
95 42 69 3 1
59 88 94 11 1
41 35 26 48 1
2 6 49 11 0
42 21 21 80 1
8 87 85 64 0
11 35 98 90 0
32 97 86 19 1
53 56 61 57 1
66 92 32 7 1
15 95 94 44 0
85 81 77 98 1
48 91 72 36 1
84 26 55 37 1
50 34 10 95 1
84 15 45 42 1
23 60 46 11 1
21 10 65 67 0
51 36 49 97 1
68 72 67 99 1
79 52 94 40 1
81 33 18 67 1
21 56 51 86 1
80 78 89 13 1
3 89 81 76 0
29 46 45 89 1
69 8 46 48 1
64 66 61 9 1
11 63 31 22 1
33 63 47 84 1
73 86 91 73 1
19 87 57 55 1
52 88 89 70 1
51 35 80 95 1
33 5 60 13 0
11 43 69 74 0
82 66 62 16 1
0 13 48 22 0
33 0 73 25 0
57 58 66 14 1
58 28 85 66 1
22 72 80 35 0
27 98 57 7 1
29 10 93 71 0
7 65 25 13 1
77 64 41 44 1
19 67 39 65 1
81 59 98 5 1
66 75 63 69 1
74 4 45 32 1
52 48 83 86 1
68 21 99 76 1
31 96 91 61 1
77 30 82 75 1
96 54 11 82 1
92 18 85 67 1
29 33 45 42 1
93 75 83 56 1
82 35 45 47 1
2 3 58 3 0
84 38 16 95 1
13 11 97 93 0
82 74 88 20 1
66 81 74 28 1
92 73 4 79 1
55 92 44 12 1
66 95 40 63 1
59 98 17 72 1
98 30 72 14 1
25 13 41 22 1
81 68 0 22 1
36 97 11 52 1
4 71 66 76 0
15 24 2 97 1
81 35 14 74 1
49 53 48 71 1
74 61 31 79 1
88 17 59 16 1
88 86 44 74 1
21 55 64 70 0
58 48 51 92 1
80 51 61 7 1
69 1 0 99 1
69 11 71 66 1
51 63 81 97 1
47 75 55 51 1
79 33 92 52 1
22 14 4 95 1
38 45 97 71 0
68 42 29 59 1
9 95 52 53 1
6 22 16 92 1
15 38 9 28 1
52 13 71 55 1
54 43 58 87 1
54 82 65 95 1
50 90 48 44 1
29 34 97 16 0
93 0 3 51 1
82 11 69 96 1
35 69 40 50 1
88 74 75 63 1
98 25 37 99 1
27 69 99 75 0
82 59 15 90 1
10 12 80 99 0
94 45 0 74 1
4 0 76 50 0
53 75 72 75 1
32 31 15 39 1
85 50 13 16 1
91 78 7 19 1
38 62 51 5 1
89 86 68 30 1
31 88 6 4 1
65 73 80 68 1
68 0 22 12 1
18 99 14 45 1
85 38 9 41 1
48 67 13 78 1
55 7 57 25 1
57 15 0 36 1
67 35 74 5 1
76 30 67 50 1
57 79 78 49 1
43 55 64 19 1
27 88 58 40 1
13 20 23 17 1
33 18 36 58 1
94 2 35 36 1
55 19 8 23 1
43 2 7 20 1
7 56 48 10 0
54 80 64 67 1
39 79 31 64 1
62 43 47 37 1
76 20 42 96 1
94 57 41 84 1
76 74 7 75 1
69 6 42 91 1
89 36 68 43 1
48 4 37 69 1
72 78 86 88 1
57 75 11 36 1
73 47 52 39 1
64 69 79 87 1
18 54 9 22 1
41 17 16 85 1
43 50 55 33 1
85 74 49 79 1
24 31 36 20 1
52 63 52 58 1
99 6 43 83 1
76 31 2 24 1
43 62 65 29 1
30 26 5 98 1
56 73 8 57 1
77 95 48 87 1
40 13 66 86 0
44 53 17 69 1
61 79 57 46 1
88 19 4 0 1
64 74 93 88 1
9 11 84 60 0
65 11 5 90 1
13 3 96 96 0
4 36 65 33 0
91 56 43 90 1
21 40 22 99 1
78 75 84 55 1
15 66 82 73 0
94 87 54 49 1
56 25 7 10 1
87 38 68 52 1
16 77 32 71 1
97 31 98 28 1
58 45 80 7 1
54 90 25 87 1
6 30 11 23 1
84 71 64 78 1
74 6 83 67 1
92 95 3 37 1
71 72 44 4 1
69 11 19 32 1
80 41 45 70 1
86 98 65 30 1
47 97 65 33 1
65 46 18 57 1
77 23 63 16 1
7 98 34 34 1
4 92 61 40 1
80 20 73 59 1
37 35 94 37 0
50 37 17 50 1
48 57 53 35 1
49 14 40 5 1
38 92 90 65 1
59 89 84 10 1
69 62 56 65 1
59 45 4 34 1
35 48 79 41 0
48 67 76 70 1
83 66 0 73 1
81 21 71 49 1
11 84 11 79 1
62 87 63 79 1
19 19 33 20 1
85 79 42 7 1
34 13 23 91 1
35 49 70 88 1
79 68 6 71 1
65 85 68 76 1
43 47 52 30 1
75 22 3 93 1
3 49 22 66 1
37 18 56 85 1
59 67 39 4 1
76 52 49 96 1
82 59 35 70 1
92 87 24 91 1
18 16 36 48 1
48 63 1 52 1
14 27 13 50 1
77 26 20 14 1
83 90 17 85 1
32 88 71 91 1
72 46 86 13 1
47 30 2 25 1
77 94 39 94 1
45 64 35 46 1
3 45 77 9 0
23 72 45 58 1
16 60 37 45 1
34 7 95 70 0
73 27 74 7 1
88 15 31 99 1
99 62 89 73 1
46 39 63 30 1
29 19 33 78 1
71 16 75 90 1
28 6 23 81 1
92 63 40 35 1
92 51 17 50 1
50 29 76 85 1
5 42 4 42 1
24 7 25 39 1
78 44 17 67 1
29 54 45 99 1
97 60 84 22 1
50 46 90 56 1
2 44 46 18 0
2 1 58 82 0
64 15 14 81 1
50 60 45 10 1
80 68 10 54 1
55 52 90 75 1
48 54 32 75 1
44 1 72 70 0
62 35 77 28 1
89 63 27 82 1
22 10 57 23 0
57 30 46 3 1
6 3 80 80 0
35 82 42 90 1
86 95 44 14 1
13 62 27 27 1
85 49 29 50 1
74 49 42 49 1
97 97 23 55 1
74 86 29 2 1
99 24 9 98 1
32 49 87 31 0
64 58 69 17 1
60 99 52 2 1
28 50 43 14 1
80 92 72 47 1
63 71 92 23 1
8 76 53 20 1
89 30 95 21 1
30 67 22 13 1
66 28 52 93 1
34 25 85 53 0
71 2 80 16 1
30 35 1 41 1
90 48 57 42 1
42 14 64 45 1
44 53 27 13 1
33 63 87 95 0
37 18 79 90 0
67 7 53 11 1
97 8 68 44 1
24 74 28 52 1
96 14 43 72 1
9 50 99 2 0
63 93 29 73 1
96 69 25 42 1
98 1 59 78 1
0 15 73 96 0
13 80 67 53 1
11 80 57 78 1
62 27 65 66 1
65 1 36 34 1
69 99 78 10 1
72 19 22 74 1
80 93 59 54 1
47 71 29 72 1
90 94 64 76 1
69 86 41 98 1
89 58 76 82 1
43 44 83 90 1
86 75 61 88 1
7 22 42 76 0
36 97 43 60 1
66 72 98 63 1
95 44 97 11 1
58 68 57 21 1
53 6 25 35 1
20 51 10 85 1
29 32 98 4 0
84 30 46 14 1
91 54 51 77 1
82 94 33 79 1
42 53 48 4 1
62 22 77 71 1
74 48 64 67 1
87 12 49 32 1
82 56 77 81 1
25 31 30 24 1
48 8 84 47 0
1 75 97 10 0
35 43 7 69 1
14 24 20 42 1
5 47 61 35 0
79 64 15 70 1
94 13 99 8 1
52 95 37 28 1
77 77 93 15 1
28 17 36 16 1
50 4 76 79 0
10 31 11 92 1
26 83 3 67 1
78 85 14 40 1
24 4 73 20 0
23 45 7 24 1
93 2 41 71 1
50 7 4 31 1
47 27 11 71 1
1 45 55 86 0
21 30 27 28 1
60 47 84 65 1
52 95 77 69 1
49 42 56 10 1
10 49 56 42 0
40 78 96 51 1
4 52 90 40 0
22 6 48 63 0
70 6 39 52 1
67 87 66 55 1
5 83 5 75 1
28 86 22 30 1
37 15 24 26 1
33 21 50 70 1
19 9 84 11 0
27 24 56 79 0
32 45 84 34 0
67 98 98 10 1
72 69 19 55 1
66 53 55 8 1
61 59 48 44 1
45 42 49 5 1
94 78 12 35 1
73 58 48 23 1
61 77 76 81 1
72 20 81 89 1
49 42 10 35 1
65 9 46 70 1
14 71 86 89 0
5 71 90 1 0
71 37 36 10 1
2 25 44 94 0
71 34 60 9 1
13 37 53 61 0
85 19 80 11 1
89 7 98 50 1
26 93 73 9 1
54 50 10 77 1
52 52 49 87 1
92 77 86 98 1
99 87 78 23 1
37 30 46 95 1
35 43 7 18 1
31 6 79 99 0
57 54 16 61 1
43 65 38 73 1
67 87 69 64 1
70 66 71 23 1
96 63 39 70 1
8 82 6 32 1
51 14 31 99 1
89 12 24 52 1
61 50 78 9 1
22 76 37 97 1
68 45 46 19 1
40 68 10 11 1
55 11 1 68 1
73 91 95 52 1
46 84 19 37 1
27 54 22 31 1
27 2 53 34 0
80 18 41 38 1
67 33 71 18 1
70 6 46 87 1
88 64 35 2 1
60 49 21 62 1
46 73 21 64 1
59 0 41 62 1
35 31 68 72 1
40 70 79 22 1
85 45 19 56 1
22 71 75 15 0
75 46 49 9 1
96 35 49 34 1
4 74 48 50 1
53 19 38 88 1
93 9 62 55 1
8 55 84 10 0
41 69 78 89 1
38 46 4 82 1
74 32 48 33 1
94 81 5 5 1
51 72 39 15 1
31 54 88 99 0
36 36 71 80 1
66 50 68 97 1
4 95 8 11 1
57 7 29 79 1
53 32 17 13 1
4 40 37 96 0
72 83 66 70 1
47 63 48 73 1
63 52 83 22 1
70 16 13 16 1
67 80 66 54 1
49 11 13 17 1
42 7 61 55 1
49 79 86 58 1
65 57 75 31 1
34 1 84 21 0
4 50 23 86 1
98 0 3 61 1
63 83 59 35 1
75 38 91 51 1
82 88 74 33 1
17 83 47 99 1
50 53 51 95 1
71 75 67 58 1
17 46 33 65 1
94 92 65 60 1
39 43 37 2 1
70 40 28 24 1
19 40 15 26 1
51 27 60 57 1
64 27 41 32 1
92 72 11 51 1
71 48 17 98 1
71 88 12 80 1
23 21 75 95 0
77 27 36 53 1
78 66 10 36 1
86 40 59 72 1
39 93 92 19 1
20 92 5 44 1
89 49 76 53 1
85 96 51 3 1
50 91 93 9 1
33 71 48 3 1
27 1 86 30 0
26 1 27 55 1
63 73 72 53 1
31 29 23 74 1
21 66 2 77 1
26 81 62 98 1
12 60 57 30 0
43 5 14 21 1
29 63 53 13 1
93 49 67 59 1
23 25 32 1 1
51 16 78 4 1
96 8 86 5 1
64 85 57 13 1
63 99 62 99 1
32 87 52 86 1
28 12 10 39 1
19 75 97 21 0
28 22 31 6 1
5 26 57 93 0
19 85 43 13 1
95 14 11 72 1
37 84 17 18 1
52 97 16 47 1
92 83 95 30 1
65 18 48 55 1
60 35 24 81 1
87 71 78 12 1
73 20 48 6 1
80 19 97 15 1
17 98 93 62 0
58 87 99 12 1
50 7 23 20 1
67 56 38 5 1
45 40 0 45 1
25 45 61 53 1
35 11 77 14 0
35 24 36 23 1
18 90 21 13 1
65 98 87 44 1
86 13 46 64 1
94 18 58 40 1
58 7 38 89 1
10 98 55 90 1
51 43 26 71 1
30 46 55 79 1
41 99 84 96 1
24 34 59 42 0
7 96 24 15 1
61 43 39 18 1
80 63 45 36 1
99 74 94 60 1
38 82 75 31 1
20 14 39 69 0
22 12 85 82 0
65 38 23 18 1
27 48 52 52 1
29 23 68 20 0
47 75 62 5 1
47 2 85 19 0
29 96 17 49 1
57 78 97 62 1
85 10 19 80 1
62 28 38 16 1
40 2 12 66 1
16 85 39 9 1
25 48 78 77 0
50 46 9 62 1
90 83 7 77 1
13 26 66 76 0
10 55 1 71 1
49 13 84 77 0
43 97 87 50 1
92 35 55 52 1
99 26 15 41 1
49 25 96 92 0
9 43 65 41 0
17 36 31 8 1
75 75 47 81 1
61 51 69 65 1
78 8 2 80 1
19 56 21 47 1
48 95 73 70 1
32 65 43 51 1
93 28 94 70 1
97 64 57 53 1
20 61 97 65 0
82 79 57 18 1
33 66 1 91 1
79 4 35 75 1
3 11 91 94 0
53 41 30 14 1
14 48 7 90 1
81 96 92 54 1
95 97 66 12 1
54 44 46 68 1
27 82 86 31 1
44 92 0 10 1
73 22 57 6 1
80 52 82 36 1
71 76 43 2 1
5 40 97 49 0
11 63 10 10 1
40 35 12 41 1
55 35 75 91 1
16 0 28 48 0
76 23 38 34 1
1 58 56 46 0
3 40 12 21 1
64 59 19 96 1
45 0 18 63 1
55 81 25 49 1
5 8 66 71 0
58 33 22 9 1
83 54 98 82 1
69 71 82 9 1
80 1 94 89 1
37 56 61 54 1
77 89 31 68 1
98 72 0 11 1
17 41 39 53 1
11 93 33 61 1
37 47 17 38 1
89 70 42 40 1
86 2 36 18 1
92 66 1 82 1
18 2 20 79 1
27 58 87 73 0
51 84 72 26 1
68 35 9 10 1
24 41 82 81 0
26 35 20 88 1
41 67 31 30 1
57 69 22 93 1
54 56 93 55 1
5 55 45 44 0
76 48 44 72 1
78 52 18 93 1
38 26 82 10 0
89 2 55 94 1
98 25 6 34 1
67 12 16 20 1
33 75 28 89 1
19 92 42 54 1
30 52 75 76 0
32 27 44 47 1
46 81 78 67 1
56 65 78 37 1
67 26 37 80 1
24 71 74 61 1
91 82 71 78 1
11 97 40 75 1
79 13 14 2 1
15 13 41 10 0
32 39 39 21 1
46 21 85 53 0
84 76 79 60 1
67 76 5 42 1
38 24 99 31 0
83 91 16 75 1
24 83 46 20 1
40 5 10 22 1
30 99 39 42 1
81 3 48 37 1
35 66 4 56 1
20 49 61 20 0
93 79 44 82 1
44 36 65 99 1
12 64 9 14 1
62 98 78 47 1
59 8 53 5 1
42 33 5 35 1
7 36 59 19 0
98 79 29 48 1
87 51 93 90 1
71 86 50 85 1
5 29 28 86 0
1 68 50 86 0
68 12 75 39 1
94 23 14 29 1
62 46 91 59 1
9 94 71 77 0
30 17 67 78 0
62 88 16 31 1
0 36 37 6 0
10 68 93 49 0
87 0 56 92 1
92 10 55 2 1
28 84 97 69 0
11 60 17 63 1
51 75 50 87 1
82 15 40 5 1
98 18 61 54 1
68 20 2 19 1
